"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-10-20 20:03:25 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Applied during year"
2016,Netherlands,"Saint Kitts and Nevis","G / FI",
2016,Norway,"Saint Kitts and Nevis","G / AR",
2016,Panama,"Saint Kitts and Nevis","G / FI",
2016,Sweden,"Saint Kitts and Nevis","G / AR",5
2016,Sweden,"Saint Kitts and Nevis","G / FI",1
2016,"United States of America","Saint Kitts and Nevis","G / IN",
2016,Australia,"Rep. of Korea","G / AR",25
2016,Australia,"Rep. of Korea","G / FI",52
2016,Belgium,"Rep. of Korea","G / FI",
2016,Brazil,"Rep. of Korea","G / FI",7
2016,Canada,"Rep. of Korea","G / FI",20
2016,Switzerland,"Rep. of Korea","G / FI",
2016,Germany,"Rep. of Korea","G / NA",12
2016,Germany,"Rep. of Korea","G / JR",
2016,Denmark,"Rep. of Korea","G / FI",
2016,Denmark,"Rep. of Korea","G / AR",1
2016,Finland,"Rep. of Korea","G / RA",
2016,Finland,"Rep. of Korea","G / FI",2
2016,France,"Rep. of Korea","G / AR",
2016,"United Kingdom","Rep. of Korea","G / RA",1
2016,"United Kingdom","Rep. of Korea","G / FI",9
2016,"United Kingdom","Rep. of Korea","G / AR",
2016,Ireland,"Rep. of Korea","G / FI",
2016,Ireland,"Rep. of Korea","G / SP",
2016,Italy,"Rep. of Korea","G / FI",2
2016,Kyrgyzstan,"Rep. of Korea","G / FI",1
2016,Netherlands,"Rep. of Korea","G / FI",1
2016,Norway,"Rep. of Korea","G / AR",1
2016,Norway,"Rep. of Korea","G / FI",3
2016,"New Zealand","Rep. of Korea","G / FI",3
2016,"Russian Federation","Rep. of Korea","G / FI",1
2016,Sweden,"Rep. of Korea","G / AR",3
2016,Sweden,"Rep. of Korea","G / FI",5
2016,"United States of America","Rep. of Korea","G / EO",17
2016,"United States of America","Rep. of Korea","G / IN",27
2016,Argentina,Kuwait,"G / FI",
2016,Australia,Kuwait,"G / AR",1
2016,Australia,Kuwait,"G / FI",15
2016,Austria,Kuwait,"G / FA",7
2016,Belgium,Kuwait,"G / RA",
2016,Belgium,Kuwait,"G / FI",1
2016,Brazil,Kuwait,"G / FI",1
2016,Canada,Kuwait,"G / FI",15
2016,Switzerland,Kuwait,"G / FI",8
2016,Germany,Kuwait,"G / NA",36
2016,Germany,Kuwait,"G / JR",
2016,Denmark,Kuwait,"G / FI",29
2016,Denmark,Kuwait,"G / AR",1
2016,Egypt,Kuwait,"U / FI",1
2016,Finland,Kuwait,"G / FI",2
2016,Finland,Kuwait,"G / RA",
2016,France,Kuwait,"G / AR",1
2016,France,Kuwait,"G / FI",49
2016,"United Kingdom",Kuwait,"G / FI",179
2016,"United Kingdom",Kuwait,"G / RA",3
2016,"United Kingdom",Kuwait,"G / AR",31
2016,Greece,Kuwait,"G / FI",10
2016,Croatia,Kuwait,"G / FI",1
2016,Hungary,Kuwait,"G / FI",1
2016,Hungary,Kuwait,"G / FA",
2016,Indonesia,Kuwait,"U / FI",2
2016,Ireland,Kuwait,"G / RA",1
2016,Ireland,Kuwait,"G / FI",7
2016,Ireland,Kuwait,"G / SP",1
2016,Ireland,Kuwait,"G / AR",3
2016,Ireland,Kuwait,"G / SP",1
2016,Iraq,Kuwait,"U / FI",
2016,Iceland,Kuwait,"G / FI",1
2016,Italy,Kuwait,"G / FI",
2016,"Rep. of Korea",Kuwait,"G / FA",
2016,Lebanon,Kuwait,"U / FI",1
2016,Luxembourg,Kuwait,"G / FI",
2016,Malaysia,Kuwait,"U / FI",
2016,Netherlands,Kuwait,"G / FI",8
2016,Netherlands,Kuwait,"G / RA",3
2016,Norway,Kuwait,"G / FI",3
2016,Norway,Kuwait,"G / AR",2
2016,Pakistan,Kuwait,"U / FI",1
2016,Sweden,Kuwait,"G / RA",10
2016,Sweden,Kuwait,"G / FI",7
2016,Sweden,Kuwait,"G / AR",10
2016,Thailand,Kuwait,"U / FI",2
2016,Turkey,Kuwait,"U / FI",9
2016,"United States of America",Kuwait,"G / IN",66
2016,"United States of America",Kuwait,"G / EO",
2016,Argentina,"Lao People's Dem. Rep.","G / FI",
2016,Australia,"Lao People's Dem. Rep.","G / FI",18
2016,Australia,"Lao People's Dem. Rep.","G / AR",
2016,Belgium,"Lao People's Dem. Rep.","G / FI",
2016,Switzerland,"Lao People's Dem. Rep.","G / FI",
2016,Germany,"Lao People's Dem. Rep.","G / RA",
2016,Germany,"Lao People's Dem. Rep.","G / JR",
2016,Germany,"Lao People's Dem. Rep.","G / NA",
2016,France,"Lao People's Dem. Rep.","G / AR",4
2016,France,"Lao People's Dem. Rep.","G / FI",2
2016,France,"Lao People's Dem. Rep.","G / RA",1
2016,"United Kingdom","Lao People's Dem. Rep.","G / AR",
2016,"United Kingdom","Lao People's Dem. Rep.","G / FI",
2016,"United Kingdom","Lao People's Dem. Rep.","G / RA",
2016,"Rep. of Korea","Lao People's Dem. Rep.","G / FA",1
2016,Malaysia,"Lao People's Dem. Rep.","U / FI",1
2016,Thailand,"Lao People's Dem. Rep.","U / FI",5
2016,"United States of America","Lao People's Dem. Rep.","G / IN",14
2016,"United States of America","Lao People's Dem. Rep.","G / EO",11
2016,"South Africa",Lebanon,"G / FI",1
2016,Argentina,Lebanon,"G / FI",1
2016,Armenia,Lebanon,"G / JR",
2016,Australia,Lebanon,"G / FI",238
2016,Australia,Lebanon,"G / AR",59
2016,Austria,Lebanon,"G / FA",91
2016,Belgium,Lebanon,"G / FI",92
2016,Belgium,Lebanon,"G / JR",30
2016,Belgium,Lebanon,"G / RA",43
2016,Bulgaria,Lebanon,"G / RA",2
2016,Bulgaria,Lebanon,"G / FI",13
2016,Bahrain,Lebanon,"U / FI",
2016,Belarus,Lebanon,"G / FI",5
2016,Brazil,Lebanon,"G / FI",120
2016,Canada,Lebanon,"G / FI",399
2016,Switzerland,Lebanon,"G / FI",3
2016,Switzerland,Lebanon,"G / FI",42
2016,"Costa Rica",Lebanon,"G / FI",
2016,Cyprus,Lebanon,"G / FI",1
2016,Cyprus,Lebanon,"G / AR",22
2016,Cyprus,Lebanon,"G / FI",8
2016,Cyprus,Lebanon,"G / RA",1
2016,"Czech Rep.",Lebanon,"G / FI",3
2016,"Czech Rep.",Lebanon,"G / RA",1
2016,Germany,Lebanon,"G / JR",
2016,Germany,Lebanon,"G / RA",176
2016,Germany,Lebanon,"G / NA",5202
2016,Denmark,Lebanon,"G / AR",30
2016,Denmark,Lebanon,"G / FI",43
2016,Algeria,Lebanon,"U / FI",13
2016,Egypt,Lebanon,"U / FI",2
2016,Egypt,Lebanon,"U / AR",
2016,Spain,Lebanon,"G / FI",45
2016,Ethiopia,Lebanon,"J / FI",
2016,Finland,Lebanon,"G / FI",32
2016,Finland,Lebanon,"G / RA",
2016,France,Lebanon,"G / RA",1
2016,France,Lebanon,"G / FI",70
2016,France,Lebanon,"G / RA",1
2016,France,Lebanon,"G / AR",20
2016,"United Kingdom",Lebanon,"G / FI",100
2016,"United Kingdom",Lebanon,"G / AR",25
2016,"United Kingdom",Lebanon,"G / RA",2
2016,Georgia,Lebanon,"G / FI",2
2016,Ghana,Lebanon,"G / FI",
2016,Greece,Lebanon,"G / AR",17
2016,Greece,Lebanon,"G / RA",1
2016,Greece,Lebanon,"G / FI",130
2016,Croatia,Lebanon,"G / FI",4
2016,Croatia,Lebanon,"G / JR",3
2016,Hungary,Lebanon,"G / FA",
2016,Hungary,Lebanon,"G / FI",29
2016,Hungary,Lebanon,"G / RA",2
2016,Indonesia,Lebanon,"U / FI",
2016,Ireland,Lebanon,"G / FI",2
2016,Ireland,Lebanon,"G / SP",
2016,Ireland,Lebanon,"G / AR",2
2016,Iraq,Lebanon,"U / FI",
2016,Iceland,Lebanon,"G / FI",3
2016,Italy,Lebanon,"G / FI",76
2016,Jordan,Lebanon,"U / FI",22
2016,Jordan,Lebanon,"U / AR",2
2016,"Rep. of Korea",Lebanon,"G / FA",2
2016,Kuwait,Lebanon,"U / FI",2
2016,Lithuania,Lebanon,"G / FI",
2016,Luxembourg,Lebanon,"G / FI",6
2016,Morocco,Lebanon,"U / FI",43
2016,"Rep. of Moldova",Lebanon,"G / FI",1
2016,"Rep. of Moldova",Lebanon,"G / JR",1
2016,Mauritania,Lebanon,"U / FI",5
2016,Malaysia,Lebanon,"U / FI",3
2016,Nigeria,Lebanon,"G / FI",1
2016,Netherlands,Lebanon,"G / RA",6
2016,Netherlands,Lebanon,"G / FI",57
2016,Norway,Lebanon,"G / RA",1
2016,Norway,Lebanon,"G / AR",72
2016,Norway,Lebanon,"G / FI",17
2016,Nauru,Lebanon,"G / FI",
2016,"New Zealand",Lebanon,"G / FI",1
2016,Philippines,Lebanon,"G / FA",
2016,"Papua New Guinea",Lebanon,"G / FI",
2016,"Papua New Guinea",Lebanon,"G / AR",
2016,Poland,Lebanon,"G / FI",3
2016,Portugal,Lebanon,"G / FI",1
2016,Romania,Lebanon,"G / JR",
2016,Romania,Lebanon,"G / FI",1
2016,Romania,Lebanon,"G / RA",1
2016,"Russian Federation",Lebanon,"G / FI",5
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Lebanon,"G / FI",1
2016,Sweden,Lebanon,"G / AR",290
2016,Sweden,Lebanon,"G / FI",160
2016,Sweden,Lebanon,"G / RA",88
2016,"Syrian Arab Rep.",Lebanon,"U / FI",265
2016,"Syrian Arab Rep.",Lebanon,"U / JR",15
2016,"Syrian Arab Rep.",Lebanon,"U / JR",92
2016,Togo,Lebanon,"G / FA",
2016,Thailand,Lebanon,"U / FI",1
2016,Turkey,Lebanon,"U / FI",20
2016,Turkey,Lebanon,"U / AR",1
2016,Ukraine,Lebanon,"G / FI",2
2016,Ukraine,Lebanon,"G / JR",4
2016,Uruguay,Lebanon,"G / FI",
2016,"United States of America",Lebanon,"G / IN",179
2016,"United States of America",Lebanon,"G / EO",13
2016,"Venezuela (Bolivarian Republic of)",Lebanon,"G / FI",
2016,Yemen,Lebanon,"U / FI",5
2016,Angola,Liberia,"G / FI",
2016,Argentina,Liberia,"G / JR",
2016,Argentina,Liberia,"G / FI",
2016,Australia,Liberia,"G / AR",5
2016,Australia,Liberia,"G / FI",11
2016,Austria,Liberia,"G / FA",8
2016,Belgium,Liberia,"G / FI",7
2016,Belgium,Liberia,"G / RA",1
2016,Belgium,Liberia,"G / JR",4
2016,Benin,Liberia,"G / FI",2
2016,Bulgaria,Liberia,"G / RA",1
2016,Bulgaria,Liberia,"G / FI",
2016,Brazil,Liberia,"G / FI",2
2016,Canada,Liberia,"G / FI",10
2016,Switzerland,Liberia,"G / FI",33
2016,Switzerland,Liberia,"G / FI",3
2016,China,Liberia,"U / AR",10
2016,China,Liberia,"U / RA",1
2016,China,Liberia,"U / FI",57
2016,"Côte d'Ivoire",Liberia,"J / FA",
2016,Cameroon,Liberia,"U / FI",
2016,"Dem. Rep. of the Congo",Liberia,"G / FI",19
2016,Congo,Liberia,"G / FA",
2016,"Costa Rica",Liberia,"G / FI",1
2016,Cyprus,Liberia,"G / AR",1
2016,Germany,Liberia,"G / NA",172
2016,Germany,Liberia,"G / JR",
2016,Germany,Liberia,"G / RA",11
2016,Denmark,Liberia,"G / FI",2
2016,Algeria,Liberia,"U / AR",1
2016,Algeria,Liberia,"U / FI",4
2016,Egypt,Liberia,"U / FI",11
2016,Spain,Liberia,"G / FI",3
2016,Ethiopia,Liberia,"J / FI",
2016,Finland,Liberia,"G / RA",
2016,Finland,Liberia,"G / FI",2
2016,France,Liberia,"G / AR",13
2016,France,Liberia,"G / RA",
2016,France,Liberia,"G / FI",22
2016,France,Liberia,"G / RA",3
2016,Gabon,Liberia,"G / FA",
2016,"United Kingdom",Liberia,"G / FI",6
2016,"United Kingdom",Liberia,"G / RA",
2016,"United Kingdom",Liberia,"G / AR",1
2016,Ghana,Liberia,"G / FI",6
2016,Guinea,Liberia,"G / FI",31
2016,Guinea-Bissau,Liberia,"G / FI",
2016,Greece,Liberia,"G / FI",4
2016,Greece,Liberia,"G / RA",1
2016,Greece,Liberia,"G / AR",6
2016,Croatia,Liberia,"G / FI",1
2016,Hungary,Liberia,"G / FI",2
2016,Hungary,Liberia,"G / FA",
2016,Hungary,Liberia,"G / RA",1
2016,Indonesia,Liberia,"U / FI",3
2016,India,Liberia,"U / AR",
2016,India,Liberia,"U / FI",2
2016,Ireland,Liberia,"G / FI",1
2016,Ireland,Liberia,"G / AR",
2016,Ireland,Liberia,"G / SP",
2016,Ireland,Liberia,"G / SP",
2016,Italy,Liberia,"G / FI",299
2016,Jordan,Liberia,"U / AR",
2016,Kenya,Liberia,"J / AR",
2016,Kenya,Liberia,"J / FI",3
2016,"Rep. of Korea",Liberia,"G / FA",155
2016,Libya,Liberia,"U / FI",
2016,Luxembourg,Liberia,"G / FI",2
2016,Luxembourg,Liberia,"G / RA",1
2016,"China, Macao SAR",Liberia,"G / FI",
2016,Morocco,Liberia,"U / FI",14
2016,Morocco,Liberia,"U / AR",3
2016,Madagascar,Liberia,"U / FI",2
2016,Mexico,Liberia,"G / FI",1
2016,Malta,Liberia,"G / FI",1
2016,Montenegro,Liberia,"G / FA",1
2016,Mauritania,Liberia,"U / AR",2
2016,Mauritania,Liberia,"U / FI",
2016,Malaysia,Liberia,"U / AR",5
2016,Malaysia,Liberia,"U / FI",19
2016,Namibia,Liberia,"G / FI",
2016,Netherlands,Liberia,"G / FI",11
2016,Netherlands,Liberia,"G / RA",5
2016,Norway,Liberia,"G / RA",2
2016,Norway,Liberia,"G / FI",3
2016,Norway,Liberia,"G / AR",4
2016,"New Zealand",Liberia,"G / FI",1
2016,Panama,Liberia,"G / FI",
2016,Philippines,Liberia,"G / FA",1
2016,Poland,Liberia,"G / FI",
2016,Portugal,Liberia,"G / FI",
2016,"Russian Federation",Liberia,"G / TA",1
2016,Sudan,Liberia,"U / FI",1
2016,Senegal,Liberia,"G / FA",6
2016,Singapore,Liberia,"U / FI",1
2016,Suriname,Liberia,"U / FI",1
2016,Slovenia,Liberia,"G / FI",1
2016,Sweden,Liberia,"G / AR",3
2016,Sweden,Liberia,"G / RA",5
2016,Sweden,Liberia,"G / FI",11
2016,"Syrian Arab Rep.",Liberia,"U / JR",
2016,Togo,Liberia,"G / FA",
2016,Thailand,Liberia,"U / AR",
2016,Thailand,Liberia,"U / FI",2
2016,Turkey,Liberia,"U / FI",
2016,Ukraine,Liberia,"G / FI",
2016,Ukraine,Liberia,"G / JR",
2016,Ukraine,Liberia,"U / AR",
2016,Uruguay,Liberia,"G / FI",
2016,"United States of America",Liberia,"G / EO",37
2016,"United States of America",Liberia,"G / IN",259
2016,"Venezuela (Bolivarian Republic of)",Liberia,"G / FI",
2016,"South Africa",Liberia,"G / AR",
2016,"South Africa",Liberia,"G / FI",17
2016,"South Africa",Liberia,"G / AR",
2016,Argentina,Libya,"G / FI",2
2016,Australia,Libya,"G / FI",158
2016,Australia,Libya,"G / AR",3
2016,Austria,Libya,"G / FA",207
2016,Belgium,Libya,"G / RA",1
2016,Belgium,Libya,"G / JR",1
2016,Belgium,Libya,"G / FI",54
2016,Bulgaria,Libya,"G / RA",1
2016,Bulgaria,Libya,"G / FI",1
2016,Belarus,Libya,"G / FI",
2016,Brazil,Libya,"G / FI",3
2016,Canada,Libya,"G / FI",356
2016,Switzerland,Libya,"G / FI",11
2016,Switzerland,Libya,"G / FI",199
2016,China,Libya,"U / FI",
2016,Cyprus,Libya,"G / FI",
2016,"Czech Rep.",Libya,"G / FI",3
2016,Germany,Libya,"G / NA",1139
2016,Germany,Libya,"G / JR",
2016,Germany,Libya,"G / RA",49
2016,Denmark,Libya,"G / AR",14
2016,Denmark,Libya,"G / FI",171
2016,"Dominican Rep.",Libya,"U / FI",
2016,Algeria,Libya,"U / FI",3
2016,Egypt,Libya,"U / FI",1
2016,Spain,Libya,"G / FI",26
2016,Estonia,Libya,"G / FI",1
2016,Finland,Libya,"G / FI",18
2016,Finland,Libya,"G / RA",
2016,France,Libya,"G / AR",63
2016,France,Libya,"G / FI",355
2016,France,Libya,"G / RA",3
2016,France,Libya,"G / RA",3
2016,"United Kingdom",Libya,"G / RA",21
2016,"United Kingdom",Libya,"G / FI",594
2016,"United Kingdom",Libya,"G / AR",161
2016,Ghana,Libya,"G / FI",1
2016,Greece,Libya,"G / FI",15
2016,Greece,Libya,"G / AR",4
2016,Croatia,Libya,"G / FI",22
2016,Haiti,Libya,"U / FI",
2016,Hungary,Libya,"G / FI",115
2016,Hungary,Libya,"G / RA",10
2016,Hungary,Libya,"G / FA",
2016,Indonesia,Libya,"U / FI",11
2016,India,Libya,"U / FI",1
2016,Ireland,Libya,"G / FI",69
2016,Ireland,Libya,"G / RA",4
2016,Ireland,Libya,"G / SP",
2016,Ireland,Libya,"G / SP",
2016,Ireland,Libya,"G / AR",3
2016,Iceland,Libya,"G / FI",1
2016,Italy,Libya,"G / FI",359
2016,Jordan,Libya,"U / FI",10
2016,Jordan,Libya,"U / AR",7
2016,Jordan,Libya,"U / RA",7
2016,"Rep. of Korea",Libya,"G / FA",12
2016,Lebanon,Libya,"U / FI",1
2016,Liechtenstein,Libya,"G / FI",
2016,Luxembourg,Libya,"G / FI",19
2016,Morocco,Libya,"U / FI",32
2016,Mexico,Libya,"G / FI",
2016,"The former Yugoslav Republic of Macedonia",Libya,"G / FA",14
2016,Malta,Libya,"G / AR",22
2016,Malta,Libya,"G / FI",652
2016,Montenegro,Libya,"G / FA",2
2016,Mauritania,Libya,"U / FI",
2016,Malaysia,Libya,"U / FI",28
2016,Niger,Libya,"G / FI",
2016,Netherlands,Libya,"G / FI",343
2016,Netherlands,Libya,"G / RA",28
2016,Norway,Libya,"G / AR",24
2016,Norway,Libya,"G / RA",8
2016,Norway,Libya,"G / FI",25
2016,"New Zealand",Libya,"G / FI",6
2016,Poland,Libya,"G / AR",2
2016,Poland,Libya,"G / FI",4
2016,Portugal,Libya,"G / FI",5
2016,Romania,Libya,"G / FI",3
2016,"Russian Federation",Libya,"G / TA",
2016,"Russian Federation",Libya,"G / FI",
2016,Senegal,Libya,"G / FA",
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Libya,"G / FI",5
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Libya,"G / FI",3
2016,Slovakia,Libya,"G / FI",7
2016,Slovenia,Libya,"G / FI",17
2016,Sweden,Libya,"G / RA",70
2016,Sweden,Libya,"G / FI",142
2016,Sweden,Libya,"G / AR",140
2016,"Syrian Arab Rep.",Libya,"U / FI",6
2016,"Syrian Arab Rep.",Libya,"U / JR",2
2016,Chad,Libya,"G / FA",1
2016,Tunisia,Libya,"U / FI",
2016,Turkey,Libya,"U / AR",
2016,Turkey,Libya,"U / FI",23
2016,Ukraine,Libya,"G / JR",1
2016,Ukraine,Libya,"G / FI",8
2016,Uruguay,Libya,"G / FI",
2016,"United States of America",Libya,"G / IN",353
2016,"United States of America",Libya,"G / EO",
2016,"South Africa",Libya,"G / AR",
2016,"South Africa",Libya,"G / FI",7
2016,"South Africa",Libya,"G / AR",
2016,Canada,"Saint Lucia","G / FI",24
2016,France,"Saint Lucia","G / AR",3
2016,France,"Saint Lucia","G / RA",1
2016,France,"Saint Lucia","G / FI",3
2016,"United Kingdom","Saint Lucia","G / AR",6
2016,"United Kingdom","Saint Lucia","G / FI",20
2016,"United Kingdom","Saint Lucia","G / RA",
2016,Ireland,"Saint Lucia","G / FI",1
2016,Ireland,"Saint Lucia","G / SP",1
2016,Ukraine,"Saint Lucia","G / FI",
2016,"United States of America","Saint Lucia","G / EO",
2016,"United States of America","Saint Lucia","G / IN",2
2016,"United Kingdom",Liechtenstein,"G / AR",
2016,"United Kingdom",Liechtenstein,"G / FI",
2016,"United Kingdom",Liechtenstein,"G / RA",
2016,"South Africa","Sri Lanka","G / FI",2
2016,"South Africa","Sri Lanka","G / AR",
2016,"United Arab Emirates","Sri Lanka","U / NA",1
2016,Argentina,"Sri Lanka","G / FI",
2016,Australia,"Sri Lanka","G / FI",2662
2016,Australia,"Sri Lanka","G / AR",98
2016,Austria,"Sri Lanka","G / FA",85
2016,Belgium,"Sri Lanka","G / FI",60
2016,Belgium,"Sri Lanka","G / JR",12
2016,Belgium,"Sri Lanka","G / RA",17
2016,Benin,"Sri Lanka","G / FI",
2016,Bulgaria,"Sri Lanka","G / FI",44
2016,Belarus,"Sri Lanka","G / FI",
2016,Brazil,"Sri Lanka","G / FI",
2016,Canada,"Sri Lanka","G / FI",210
2016,Switzerland,"Sri Lanka","G / FI",1317
2016,Switzerland,"Sri Lanka","G / FI",56
2016,"Côte d'Ivoire","Sri Lanka","J / FA",
2016,"Costa Rica","Sri Lanka","G / FI",
2016,Cyprus,"Sri Lanka","G / AR",24
2016,Cyprus,"Sri Lanka","G / FI",75
2016,Cyprus,"Sri Lanka","G / RA",1
2016,"Czech Rep.","Sri Lanka","G / FI",3
2016,Germany,"Sri Lanka","G / JR",
2016,Germany,"Sri Lanka","G / RA",48
2016,Germany,"Sri Lanka","G / NA",528
2016,Denmark,"Sri Lanka","G / FI",4
2016,Denmark,"Sri Lanka","G / AR",16
2016,"Dominican Rep.","Sri Lanka","U / FI",
2016,Egypt,"Sri Lanka","U / FI",
2016,Spain,"Sri Lanka","G / FI",37
2016,Estonia,"Sri Lanka","G / FI",
2016,Finland,"Sri Lanka","G / RA",1
2016,Finland,"Sri Lanka","G / FI",27
2016,France,"Sri Lanka","G / FI",1301
2016,France,"Sri Lanka","G / RA",1192
2016,France,"Sri Lanka","G / RA",1186
2016,France,"Sri Lanka","G / AR",768
2016,"United Kingdom","Sri Lanka","G / FI",1237
2016,"United Kingdom","Sri Lanka","G / AR",657
2016,"United Kingdom","Sri Lanka","G / RA",12
2016,Georgia,"Sri Lanka","G / FI",5
2016,Ghana,"Sri Lanka","G / FI",
2016,Greece,"Sri Lanka","G / FI",15
2016,Greece,"Sri Lanka","G / AR",6
2016,Greece,"Sri Lanka","G / RA",1
2016,Guatemala,"Sri Lanka","G / FI",1
2016,"China, Hong Kong SAR","Sri Lanka","U / FI",1
2016,Croatia,"Sri Lanka","G / FI",12
2016,Haiti,"Sri Lanka","U / FI",1
2016,Hungary,"Sri Lanka","G / FI",220
2016,Hungary,"Sri Lanka","G / FA",
2016,Hungary,"Sri Lanka","G / RA",1
2016,Indonesia,"Sri Lanka","U / FI",88
2016,Indonesia,"Sri Lanka","U / AR",52
2016,Ireland,"Sri Lanka","G / SP",
2016,Ireland,"Sri Lanka","G / FI",10
2016,Ireland,"Sri Lanka","G / AR",8
2016,Ireland,"Sri Lanka","G / SP",
2016,Iceland,"Sri Lanka","G / FI",3
2016,Italy,"Sri Lanka","G / FI",139
2016,Jordan,"Sri Lanka","U / FI",4
2016,Jordan,"Sri Lanka","U / AR",
2016,Japan,"Sri Lanka","G / FI",938
2016,Japan,"Sri Lanka","G / AR",348
2016,Cambodia,"Sri Lanka","G / FI",
2016,"Rep. of Korea","Sri Lanka","G / FA",77
2016,Kuwait,"Sri Lanka","U / FI",
2016,Lebanon,"Sri Lanka","U / AR",1
2016,Lebanon,"Sri Lanka","U / FI",8
2016,Lithuania,"Sri Lanka","G / FI",1
2016,Luxembourg,"Sri Lanka","G / FI",
2016,Latvia,"Sri Lanka","G / FI",6
2016,"Rep. of Moldova","Sri Lanka","G / JR",13
2016,"Rep. of Moldova","Sri Lanka","G / FI",13
2016,Mexico,"Sri Lanka","G / FI",
2016,"The former Yugoslav Republic of Macedonia","Sri Lanka","G / FA",7
2016,Malta,"Sri Lanka","G / AR",
2016,Malaysia,"Sri Lanka","U / FI",506
2016,Malaysia,"Sri Lanka","U / AR",22
2016,Netherlands,"Sri Lanka","G / FI",34
2016,Netherlands,"Sri Lanka","G / RA",38
2016,Norway,"Sri Lanka","G / FI",6
2016,Norway,"Sri Lanka","G / RA",1
2016,Norway,"Sri Lanka","G / AR",23
2016,Nepal,"Sri Lanka","U / FI",1
2016,Nauru,"Sri Lanka","G / FI",
2016,"New Zealand","Sri Lanka","G / FI",15
2016,Panama,"Sri Lanka","G / FI",
2016,Peru,"Sri Lanka","G / FI",
2016,Philippines,"Sri Lanka","G / FA",1
2016,Poland,"Sri Lanka","G / FI",1
2016,Poland,"Sri Lanka","G / AR",2
2016,Portugal,"Sri Lanka","G / FI",10
2016,Romania,"Sri Lanka","G / FI",8
2016,Romania,"Sri Lanka","G / RA",3
2016,Romania,"Sri Lanka","G / JR",
2016,Senegal,"Sri Lanka","G / FA",1
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Sri Lanka","G / FI",
2016,Slovakia,"Sri Lanka","G / FI",1
2016,Slovenia,"Sri Lanka","G / FI",3
2016,Sweden,"Sri Lanka","G / RA",6
2016,Sweden,"Sri Lanka","G / FI",17
2016,Sweden,"Sri Lanka","G / AR",17
2016,"Syrian Arab Rep.","Sri Lanka","U / JR",1
2016,"Syrian Arab Rep.","Sri Lanka","U / FI",1
2016,"Syrian Arab Rep.","Sri Lanka","U / JR",
2016,Togo,"Sri Lanka","G / FA",
2016,Thailand,"Sri Lanka","U / FI",35
2016,Thailand,"Sri Lanka","U / RA",
2016,Thailand,"Sri Lanka","U / AR",16
2016,"Trinidad and Tobago","Sri Lanka","U / FI",1
2016,Turkey,"Sri Lanka","U / FI",3
2016,Ukraine,"Sri Lanka","G / FI",17
2016,Ukraine,"Sri Lanka","G / JR",8
2016,"United States of America","Sri Lanka","G / EO",37
2016,"United States of America","Sri Lanka","G / IN",324
2016,Samoa,"Sri Lanka","U / FI",
2016,"South Africa",Lesotho,"G / AR",
2016,"South Africa",Lesotho,"G / FI",28
2016,"South Africa",Lesotho,"G / AR",
2016,Belgium,Lesotho,"G / FI",
2016,Brazil,Lesotho,"G / FI",
2016,Germany,Lesotho,"G / NA",
2016,Germany,Lesotho,"G / JR",
2016,"United Kingdom",Lesotho,"G / RA",
2016,"United Kingdom",Lesotho,"G / FI",
2016,"United Kingdom",Lesotho,"G / AR",
2016,India,Lesotho,"U / FI",
2016,Ireland,Lesotho,"G / SP",1
2016,Ireland,Lesotho,"G / FI",1
2016,Ireland,Lesotho,"G / AR",3
2016,Italy,Lesotho,"G / FI",1
2016,"Rep. of Korea",Lesotho,"G / FA",1
2016,Malaysia,Lesotho,"U / FI",1
2016,"United States of America",Lesotho,"G / IN",
2016,"United States of America",Lesotho,"G / EO",
2016,Belgium,Lithuania,"G / FI",
2016,Belgium,Lithuania,"G / RA",1
2016,Belarus,Lithuania,"G / FI",1
2016,Brazil,Lithuania,"G / FI",1
2016,Canada,Lithuania,"G / FI",3
2016,Switzerland,Lithuania,"G / FI",1
2016,Germany,Lithuania,"G / RA",1
2016,Germany,Lithuania,"G / JR",
2016,Germany,Lithuania,"G / NA",
2016,Denmark,Lithuania,"G / FI",1
2016,France,Lithuania,"G / FI",3
2016,"United Kingdom",Lithuania,"G / RA",
2016,"United Kingdom",Lithuania,"G / FI",15
2016,"United Kingdom",Lithuania,"G / AR",2
2016,"Rep. of Moldova",Lithuania,"G / FI",
2016,Norway,Lithuania,"G / AR",2
2016,Norway,Lithuania,"G / FI",2
2016,Poland,Lithuania,"G / AR",2
2016,Poland,Lithuania,"G / FI",
2016,"Russian Federation",Lithuania,"G / TA",1
2016,"Russian Federation",Lithuania,"G / FI",1
2016,Sweden,Lithuania,"G / RA",1
2016,Sweden,Lithuania,"G / AR",1
2016,Sweden,Lithuania,"G / FI",2
2016,Ukraine,Lithuania,"G / FI",
2016,"United States of America",Lithuania,"G / IN",10
2016,"United States of America",Lithuania,"G / EO",
2016,Belgium,Luxembourg,"G / FI",
2016,Switzerland,Luxembourg,"G / FI",2
2016,Germany,Luxembourg,"G / JR",
2016,"United Kingdom",Luxembourg,"G / FI",
